1	15
2	26
3	15
4	15
5	3
6	28
7	20
8	11
9	14
10	8
11	2
12	4
13	2
14	9
15	27
16	18
17	12
18	30
19	6
20	15
21	5
22	5
23	25
24	21
25	23
26	22
27	4
28	24
29	15
30	17
31	21
32	23
33	18
34	9
35	4
36	23
37	7
38	7
39	26
40	1
41	2
42	6
43	22
44	19
45	7
46	7
47	12
48	11
49	22
50	19
51	23
52	21
53	9
54	21
55	10
56	4
57	22
58	10
59	19
60	15
61	20
62	4
63	26
64	25
65	15
66	13
67	17
68	19
69	12
70	26
71	30
72	14
73	22
74	26
75	24
76	29
77	22
78	8
79	29
80	25
81	1
82	22
83	15
84	18
85	25
86	4
87	6
88	14
89	11
90	30
91	16
92	4
93	30
94	3
95	18
96	23
97	6
98	1
99	25
100	9
101	29
102	23
103	7
104	14
105	9
106	24
107	30
108	8
109	28
110	6
111	19
112	26
113	27
114	14
115	20
116	7
117	16
118	30
119	10
120	27
121	7
122	3
123	3
124	23
125	6
126	21
127	6
128	24
129	9
130	8
131	8
132	19
133	7
134	8
135	7
136	30
137	8
138	10
139	9
140	24
141	7
142	16
143	16
144	28
145	23
146	7
147	1
148	22
149	30
150	16
151	20
152	14
153	24
154	24
155	21
156	28
157	23
158	24
159	25
160	2
161	17
162	9
163	17
164	23
165	9
166	26
167	19
168	12
169	25
170	29
171	30
172	9
173	24
174	18
175	30
176	21
177	14
178	12
179	8
180	24
181	5
182	4
183	11
184	14
185	12
186	30
187	13
188	2
189	1
190	1
191	26
192	6
193	23
194	28
195	3
196	16
197	19
198	2
199	8
200	30
201	1
202	4
203	8
204	16
205	29
206	13
207	14
208	2
209	20
210	14
211	24
212	9
213	17
214	29
215	23
216	5
217	20
218	28
219	24
220	23
221	22
222	5
223	21
224	7
225	1
226	27
227	30
228	2
229	15
230	18
231	26
232	6
233	29
234	14
235	27
236	7
237	3
238	7
239	7
240	16
241	27
242	18
243	17
244	29
245	21
246	18
247	9
248	21
249	28
250	10
251	10
252	21
253	28
254	20
255	19
256	23
257	14
258	13
259	16
260	2
261	22
262	24
263	7
264	24
265	13
266	20
267	10
268	26
269	10
270	24
271	13
272	8
273	7
274	29
275	2
276	5
277	3
278	20
279	2
280	21
281	11
282	10
283	19
284	12
285	20
286	17
287	16
288	11
289	6
290	24
291	26
292	13
293	4
294	21
295	5
296	12
297	18
298	2
299	16
300	29
301	3
302	14
303	20
304	18
305	12
306	26
307	10
308	27
309	24
310	24
311	20
312	11
313	21
314	20
315	4
316	6
317	26
318	2
319	15
320	4
321	8
322	30
323	3
324	27
325	6
326	16
327	26
328	25
329	3
330	14
331	22
332	12
333	15
334	18
335	3
336	11
337	5
338	25
339	7
340	24
341	23
342	22
343	17
344	2
345	16
346	10
347	19
348	2
349	30
350	28
351	22
352	16
353	8
354	25
355	10
356	22
357	10
358	11
359	5
360	23
361	27
362	24
363	8
364	24
365	10
366	2
367	20
368	11
369	29
370	23
371	8
372	11
373	17
374	1
375	17
376	25
377	20
378	11
379	30
380	25
381	14
382	15
383	24
384	6
385	29
386	5
387	8
388	30
389	17
390	26
391	3
392	22
393	8
394	9
395	14
396	25
397	1
398	8
399	7
400	10
401	25
402	16
403	24
404	11
405	12
406	21
407	2
408	29
409	9
410	29
411	17
412	3
413	9
