1	10
2	18
3	16
4	4
5	9
6	16
7	9
8	15
9	10
10	27
11	16
12	4
13	29
14	6
15	6
16	10
17	9
18	1
19	7
20	26
21	13
22	9
23	9
24	18
25	16
26	23
27	1
28	21
29	30
30	24
31	28
32	2
33	25
34	16
35	16
36	16
37	30
38	12
39	27
40	20
41	23
42	30
43	8
44	20
45	30
46	19
47	24
48	19
49	26
50	22
51	13
52	16
53	28
54	7
55	28
56	16
57	23
58	2
59	7
60	20
61	12
62	12
63	4
64	27
65	11
66	14
67	20
68	12
69	5
70	11
71	29
72	3
73	22
74	12
75	27
76	24
77	17
78	18
79	20
80	2
81	24
82	27
83	28
84	28
85	14
86	27
87	23
88	12
89	28
90	7
91	30
92	8
93	10
94	1
95	7
96	14
97	8
98	22
99	30
100	25
101	6
102	1
103	11
104	29
105	17
106	18
107	16
108	2
109	16
110	11
111	4
112	1
113	27
114	27
115	7
116	9
117	19
118	26
119	7
120	17
121	22
122	3
123	2
124	25
125	20
126	17
127	18
128	3
129	12
130	3
131	9
132	24
133	20
134	7
135	21
136	15
137	14
138	28
139	5
140	1
141	3
142	24
143	20
144	10
145	2
146	24
147	29
148	21
149	5
150	17
151	9
152	21
153	27
154	22
155	13
156	1
157	22
158	9
159	9
160	1
161	21
162	29
163	14
164	26
165	13
166	12
167	1
168	28
169	15
170	21
171	19
172	12
173	10
174	15
175	2
176	27
177	7
178	10
179	18
180	30
181	3
182	21
183	7
184	6
185	29
186	13
187	13
188	26
189	10
190	4
191	29
192	12
193	10
194	1
195	27
196	4
197	15
198	9
199	20
200	14
201	7
202	9
203	12
204	21
205	17
206	22
207	25
208	18
209	18
210	24
211	30
212	6
213	23
214	11
215	12
216	1
217	17
218	20
219	1
220	10
221	11
222	1
223	30
224	12
225	7
226	13
227	24
228	11
229	13
230	11
231	25
232	9
233	14
234	13
235	28
236	16
237	10
238	9
239	22
240	29
241	27
242	25
243	22
244	13
245	6
246	19
247	10
248	15
249	25
250	12
251	9
252	20
253	10
254	13
255	12
256	15
257	20
258	29
259	22
260	30
261	22
262	8
263	3
264	4
265	20
266	9
267	27
268	10
269	30
270	30
271	26
272	18
273	22
274	6
275	18
276	27
277	30
278	21
279	25
280	18
281	2
282	29
283	5
284	27
285	26
286	30
287	9
288	2
289	20
290	2
291	6
292	22
293	12
294	1
295	18
296	24
297	22
298	11
299	25
300	28
301	23
302	25
303	17
304	14
305	10
306	8
307	24
308	3
309	23
310	2
311	10
312	15
313	24
314	5
315	28
316	5
317	2
318	12
319	13
320	23
321	24
322	24
323	29
324	24
325	7
326	1
327	17
328	23
329	27
330	30
331	6
332	20
333	1
334	15
335	26
336	4
337	6
338	30
339	2
340	21
341	27
342	8
343	27
344	17
345	2
346	15
347	5
348	22
349	23
350	27
351	22
352	14
353	27
354	17
355	11
356	11
357	24
358	24
359	23
360	15
361	4
362	11
363	13
364	19
365	12
366	5
367	7
368	16
369	30
370	15
371	27
372	22
373	29
374	19
375	15
376	2
377	30
378	19
379	19
380	23
381	28
382	16
383	10
384	15
385	15
386	7
387	3
388	21
389	23
390	29
391	30
392	11
393	9
394	30
395	8
396	10
397	8
398	4
399	15
400	30
401	25
402	5
403	30
404	18
405	2
406	23
407	19
408	28
409	12
410	16
411	10
412	2
413	11
414	30
415	19
416	15
417	12
418	12
419	20
420	11
421	18
422	26
423	1
424	19
425	17
426	2
427	27
428	5
429	18
430	8
431	25
432	15
433	9
434	20
435	22
436	27
437	7
438	14
439	17
440	15
441	9
442	13
443	21
444	12
445	2
446	22
447	5
448	24
449	20
450	25
451	3
452	22
453	10
454	16
455	17
456	5
457	22
458	18
459	20
460	15
461	11
462	15
463	14
464	27
465	28
466	28
467	2
468	30
469	18
470	2
471	16
472	29
473	1
474	2
475	7
476	23
477	16
478	9
479	21
480	19
481	20
482	15
483	26
484	15
485	15
486	12
487	21
488	8
489	22
490	28
491	17
492	16
493	15
494	27
495	2
496	2
497	29
498	18
499	26
500	10
