1	4
1	29
1	83
1	229
1	319
1	333
1	382
1	515
1	530
1	707
1	938
1	998
1	1122
1	1142
1	1152
1	1495
1	1926
1	1948
1	1982
1	1984
1	2158
1	2191
1	2334
1	2628
1	2744
1	2765
1	2903
1	2914
1	2920
1	2961
1	3173
1	3197
1	3252
1	3356
1	3467
1	3579
1	3601
1	3623
1	3786
1	3845
1	3874
1	3917
1	4023
1	4030
1	4106
1	4138
1	4215
1	4358
1	4440
1	4537
1	4600
1	4634
1	4758
1	4777
1	4792
1	4844
1	4862
1	4931
1	4991
2	39
2	198
2	671
2	837
2	1067
2	1237
2	1333
2	1338
2	1370
2	1481
2	1677
2	1866
2	2310
2	2324
2	2442
2	2470
2	2813
2	2851
2	3428
2	3506
2	3521
2	3777
2	4011
2	4188
2	4328
2	4598
2	4631
2	4643
2	4744
2	4850
2	4929
3	229
3	596
3	611
3	667
3	874
3	998
3	1006
3	1152
3	1345
3	1444
3	1495
3	1731
3	2256
3	2538
3	2569
3	2765
3	3050
3	3182
3	3298
3	3467
3	3623
3	3703
3	3718
3	3770
3	3917
3	4448
3	4563
3	4679
3	4751
3	4956
4	1
4	20
4	83
4	173
4	319
4	333
4	439
4	569
4	596
4	622
4	667
4	721
4	887
4	970
4	998
4	1102
4	1122
4	1240
4	1345
4	1444
4	1480
4	1537
4	1686
4	1731
4	1982
4	2191
4	2323
4	2334
4	2542
4	2569
4	2678
4	2961
4	3008
4	3044
4	3071
4	3145
4	3149
4	3182
4	3197
4	3254
4	3352
4	3487
4	3579
4	3584
4	3601
4	3649
4	3663
4	3691
4	3703
4	3786
4	3836
4	3845
4	4097
4	4138
4	4190
4	4206
4	4215
4	4440
4	4473
4	4709
4	4741
4	4875
4	4925
4	4926
4	4950
4	4968
5	277
5	301
5	323
5	457
5	597
5	639
5	661
5	872
5	986
5	1002
5	1104
5	1222
5	1558
5	1575
5	1606
5	1956
5	1979
5	2029
5	2331
5	2479
5	2861
5	2908
5	3278
5	3297
5	3379
5	3394
5	3401
5	3470
5	3542
5	3765
5	3789
5	3794
5	4063
5	4080
5	4312
5	4355
5	4362
5	4366
5	4372
5	4427
5	4446
5	4832
5	4873
5	4918
5	4952
5	4989
6	144
6	346
6	616
6	1055
6	1107
6	1233
6	1290
6	1576
6	1760
6	1841
6	1901
6	1928
6	2313
6	2461
6	2500
6	2930
6	3074
6	3103
6	3107
6	3381
6	3516
6	3532
6	3545
6	3624
6	4061
6	4139
6	4148
6	4225
6	4246
6	4327
6	4407
6	4782
7	61
7	151
7	367
7	545
7	549
7	707
7	844
7	1299
7	1525
7	1642
7	1803
7	2057
7	2083
7	2283
7	2862
7	2994
7	3112
7	3259
7	3556
7	3852
7	3965
7	3982
7	3985
7	3988
7	4024
7	4222
7	4554
7	4810
7	4892
7	4977
8	281
8	368
8	404
8	446
8	477
8	501
8	731
8	818
8	919
8	954
8	1082
8	1296
8	1314
8	1335
8	1899
8	2336
8	2649
8	2687
8	3094
8	3119
8	3419
8	3498
8	3593
8	4282
8	4648
8	4664
8	4774
8	4866
9	88
9	234
9	759
9	1554
9	1559
9	1632
9	1695
9	1707
9	1752
9	1810
9	1822
9	1930
9	2003
9	2023
9	2150
9	2163
9	2237
9	2285
9	2308
9	2363
9	2436
9	2613
9	2686
9	2776
9	3081
9	3099
9	3143
9	3276
9	3292
9	3370
9	3455
9	3882
9	3922
9	4341
9	4365
9	4965
10	131
10	199
10	272
10	393
10	445
10	526
10	578
10	833
10	887
10	982
10	1012
10	1280
10	1913
10	2017
10	2069
10	2097
10	2174
10	2646
10	2712
10	2829
10	2895
10	3288
10	3317
10	3360
10	3587
10	3722
10	3930
11	41
11	198
11	260
11	298
11	843
11	1339
11	1412
11	1462
11	1607
11	2291
11	2308
11	2528
11	2936
11	3021
11	3111
11	3125
11	3205
11	3206
11	3229
11	3335
11	3349
11	3504
11	3538
11	3621
11	3639
11	3662
11	3777
11	3886
11	3986
11	4124
11	4171
11	4185
11	4325
11	4496
11	4512
11	4583
11	4617
11	4773
12	86
12	92
12	647
12	751
12	858
12	882
12	1200
12	1627
12	1661
12	1739
12	1877
12	2030
12	2256
12	2341
12	2393
12	2425
12	2434
12	2470
12	2509
12	2577
12	2672
12	2769
12	3269
12	3527
12	3644
12	3935
12	4533
